;Datum izida;Angleski naslov filma;Proraèun;Prihodek v ZDA;Prihodek po celem svetu
925;12.11.1998;Jack Frost;$50,000,000;$34,645,374;$34,645,374
926;6.4.2010;Marmaduke;$50,000,000;$33,644,788;$84,023,611
927;6/28/1996;Striptease;$50,000,000;$33,109,743;$113,309,743
928;10/15/2010;Hereafter;$50,000,000;$32,746,941;$105,246,941
929;4/19/2002;Murder by Numbers;$50,000,000;$31,874,869;$56,643,267
930;10.6.1995;Assassins;$50,000,000;$30,306,268;$83,306,268
931;12/31/2008;Defiance;$50,000,000;$28,644,813;$42,268,745
932;2.9.2007;Hannibal Rising;$50,000,000;$27,669,725;$80,583,311
933;10/15/1999;The Story of Us;$50,000,000;$27,100,030;$27,100,030
934;3/29/2013;The Host;$50,000,000;$26,623,701;$58,188,384
935;3/28/2003;Basic;$50,000,000;$26,599,248;$42,598,498
936;8.9.2002;Blood Work;$50,000,000;$26,199,517;$26,199,517
937;2/13/2009;The International;$50,000,000;$25,450,527;$53,850,527
938;8.9.1996;Escape from L.A.;$50,000,000;$25,426,861;$25,426,861
939;2/27/2004;Twisted;$50,000,000;$25,195,050;$40,119,848
940;12.10.2004;The Life Aquatic with Steve Zissou;$50,000,000;$24,006,726;$34,806,726
941;8.4.1999;The Iron Giant;$50,000,000;$23,159,305;$31,333,917
942;4.8.2011;Your Highness;$50,000,000;$21,596,445;$26,121,638
943;9/30/2011;Dream House;$50,000,000;$21,302,340;$39,932,340
944;9.4.2009;Gamer;$50,000,000;$20,534,907;$35,062,683
945;2/25/2005;Man of the House;$50,000,000;$19,699,706;$22,099,706
946;2/21/2003;The Life of David Gale;$50,000,000;$19,694,635;$28,920,188
947;2/14/2013;Beautiful Creatures;$50,000,000;$19,452,138;$60,282,876
948;9/30/2005;Into the Blue;$50,000,000;$18,782,227;$41,982,227
949;9/14/2007;Eastern Promises;$50,000,000;$17,181,265;$55,367,342
950;7.1.1994;Baby's Day Out;$50,000,000;$16,581,575;$16,581,575
951;11.12.1999;The Messenger: The Story of Joan of Arc;$50,000,000;$14,271,297;$14,271,297
952;11.3.1995;Fair Game;$50,000,000;$11,497,497;$26,097,497
953;2/25/2011;Drive Angry;$50,000,000;$10,721,033;$40,886,464
954;11.7.1997;Mad City;$50,000,000;$10,561,038;$10,561,038
955;10/13/1995;The Scarlet Letter;$50,000,000;$10,359,006;$10,359,006
956;10/14/2005;Domino;$50,000,000;$10,169,202;$22,969,202
957;10/13/1995;Jade;$50,000,000;$9,812,870;$9,812,870
958;2/27/2009;Street Fighter: The Legend of Chun-Li;$50,000,000;$9,135,036;$12,335,036
959;3/29/2002;Death to Smoochy;$50,000,000;$8,355,815;$8,374,062
960;11/13/2009;The Boat That Rocked;$50,000,000;$8,017,467;$37,472,651
961;1/30/2004;The Big Bounce;$50,000,000;$6,471,394;$6,626,115
962;3.3.2000;What Planet Are You From?;$50,000,000;$6,291,602;$6,291,602
963;1/23/2009;Outlander;$50,000,000;$166,003;$1,250,617
964;12/31/2011;Hannibal the Conqueror;$50,000,000;$0;$0
965;11.2.2001;The One;$49,000,000;$43,905,746;$43,905,746
966;12.11.2009;Invictus;$49,000,000;$37,491,364;$124,491,364
967;11/16/2012;Anna Karenina;$49,000,000;$12,816,367;$70,944,438
968;5/24/1989;Indiana Jones and the Last Crusade;$48,000,000;$197,171,806;$474,171,806
969;10/18/2002;The Ring;$48,000,000;$129,094,024;$248,218,486
970;12/27/2000;Traffic;$48,000,000;$124,107,476;$208,300,000
971;3/29/2002;Panic Room;$48,000,000;$95,308,367;$196,308,367
972;8.6.1999;The Thomas Crown Affair;$48,000,000;$69,304,264;$124,304,264
973;11.5.1999;The Bone Collector;$48,000,000;$66,488,090;$151,463,090
974;10.1.1999;Three Kings;$48,000,000;$60,652,036;$107,752,036
975;1/22/2010;The Tooth Fairy;$48,000,000;$60,022,256;$112,610,386
976;8/17/2001;Rat Race;$48,000,000;$56,607,223;$86,607,223
977;9.2.2007;3:10 to Yuma;$48,000,000;$53,606,916;$71,171,825
978;10/26/2001;K-PAX;$48,000,000;$50,315,140;$50,315,140
979;12/25/2001;Kate and Leopold;$48,000,000;$47,095,453;$70,937,778
980;10/20/2000;Bedazzled;$48,000,000;$37,879,996;$90,376,224
981;6/26/1998;Out of Sight;$48,000,000;$37,562,568;$77,562,568
982;12/14/1984;The Cotton Club;$48,000,000;$25,928,721;$25,928,721
983;1/25/2008;Rambo;$47,500,000;$42,754,105;$112,214,531
984;6/15/1990;Dick Tracy;$47,000,000;$103,738,726;$162,738,726
985;6/14/1996;The Cable Guy;$47,000,000;$60,240,295;$102,825,796
986;10/19/2001;Riding in Cars with Boys;$47,000,000;$29,781,453;$29,781,453
987;1.5.2007;Happily N'Ever After;$47,000,000;$15,849,032;$37,923,818
988;11/27/2002;Solaris;$47,000,000;$14,970,038;$14,970,038
989;6/18/2010;Jonah Hex;$47,000,000;$10,547,117;$11,022,696
990;2/23/1996;Mary Reilly;$47,000,000;$5,707,094;$12,900,000
991;6/20/1997;My Best Friend's Wedding;$46,000,000;$126,813,153;$298,923,419
992;7/20/2001;America's Sweethearts;$46,000,000;$93,607,673;$160,648,493
993;11/22/1996;Star Trek: First Contact;$46,000,000;$92,027,888;$150,000,000
994;5/24/2002;Insomnia;$46,000,000;$67,263,182;$113,622,499
995;9/20/2013;Prisoners;$46,000,000;$61,002,302;$113,402,302
996;7.12.1996;Courage Under Fire;$46,000,000;$59,003,384;$100,833,145
997;9/17/1982;Inchon;$46,000,000;$4,408,636;$4,408,636
998;3/21/1997;Liar Liar;$45,000,000;$181,410,615;$302,710,615
999;11/20/1998;A Bug's Life;$45,000,000;$162,798,565;$363,095,319
1000;10.5.2012;Taken 2;$45,000,000;$139,854,287;$377,807,404
1001;5/27/1994;The Flintstones;$45,000,000;$130,531,208;$358,500,000
1002;10/24/2003;Scary Movie 3;$45,000,000;$110,000,082;$155,200,000
1003;12/22/2000;Miss Congeniality;$45,000,000;$106,807,667;$213,420,951
1004;7.11.2008;Journey to the Center of the Earth;$45,000,000;$101,704,370;$240,904,370
1005;12/17/1993;The Pelican Brief;$45,000,000;$100,768,056;$187,995,859
1006;8.11.2004;The Princess Diaries 2: Royal Engagement;$45,000,000;$95,149,435;$122,071,435
1007;12/25/2007;The Bucket List;$45,000,000;$93,466,502;$174,310,293
1008;7/20/1994;The Client;$45,000,000;$92,115,211;$117,615,211
1009;11/23/2011;The Muppets;$45,000,000;$88,625,922;$160,971,922
1010;6.5.1992;Patriot Games;$45,000,000;$83,287,363;$178,100,000
1011;5/13/2005;Monster-in-Law;$45,000,000;$82,931,301;$155,931,301
1012;10.5.2001;Training Day;$45,000,000;$76,261,036;$104,505,362
1013;12/24/1999;Galaxy Quest;$45,000,000;$71,423,726;$90,523,726
1014;7.4.2001;Scary Movie 2;$45,000,000;$71,277,420;$141,189,101
1015;8/21/1998;Blade;$45,000,000;$70,141,876;$131,237,688
1016;1/14/2005;Coach Carter;$45,000,000;$67,264,877;$76,665,507
1017;3/19/2010;The Bounty Hunter;$45,000,000;$67,061,228;$134,279,918
1018;4.12.2002;Changing Lanes;$45,000,000;$66,790,248;$66,790,248
1019;4.11.1997;Anaconda;$45,000,000;$65,598,907;$136,998,907
1020;1/20/2006;Underworld: Evolution;$45,000,000;$62,318,875;$111,318,875
1021;8.4.2000;Coyote Ugly;$45,000,000;$60,786,269;$115,786,269
1022;11.7.2003;Love Actually;$45,000,000;$59,472,278;$247,967,903
1023;8.9.1996;Jack;$45,000,000;$58,617,334;$58,617,334
1024;10.7.1994;The Specialist;$45,000,000;$57,362,581;$57,362,581
1025;8/16/1996;Tin Cup;$45,000,000;$53,854,588;$75,854,588
1026;11/23/2005;Yours, Mine and Ours;$45,000,000;$53,359,917;$72,359,917
1027;5/13/2005;Kicking and Screaming;$45,000,000;$52,842,724;$55,842,724
1028;4/29/2005;The Hitchhiker's Guide to the Galaxy;$45,000,000;$51,019,112;$104,019,112
1029;9/21/2007;Resident Evil: Extinction;$45,000,000;$50,648,679;$146,162,920
1030;12/25/2004;Fat Albert;$45,000,000;$48,114,556;$48,563,556
1031;7.6.2012;Savages;$45,000,000;$47,323,100;$79,069,799
1032;9/30/1994;The River Wild;$45,000,000;$46,815,000;$94,215,000
1033;5/23/2014;Blended;$45,000,000;$46,290,741;$123,490,741
1034;1/13/2006;Last Holiday;$45,000,000;$38,399,961;$43,343,247
1035;3.3.2006;16 Blocks;$45,000,000;$36,895,141;$65,595,141
1036;7/14/1995;The Indian in the Cupboard;$45,000,000;$35,627,222;$35,627,222
1037;9.10.2004;Cellular;$45,000,000;$32,003,620;$61,475,984
1038;7/28/2006;The Ant Bully;$45,000,000;$28,142,535;$49,610,898
1039;7/18/2003;Johnny English;$45,000,000;$28,013,509;$163,126,676
1040;12/14/1984;Dune;$45,000,000;$27,447,471;$27,447,471
1041;7/31/2009;Aliens in the Attic;$45,000,000;$25,200,412;$59,551,283
1042;9/14/2007;Across the Universe;$45,000,000;$24,343,673;$29,367,143
1043;12/26/2008;Revolutionary Road;$45,000,000;$22,911,480;$79,564,960
1044;8/29/2008;Babylon A.D.;$45,000,000;$22,532,572;$70,216,497
1045;11.4.1994;Frankenstein;$45,000,000;$22,006,296;$112,006,296
1046;10.4.1996;The Glimmer Man;$45,000,000;$20,404,841;$36,404,841
1047;7/17/1996;Multiplicity;$45,000,000;$20,133,326;$20,133,326
1048;1/19/2001;The Pledge;$45,000,000;$19,719,930;$29,406,132
1049;12/16/2005;The Producers: The Movie Musical;$45,000,000;$19,398,532;$32,952,995
1050;6.7.1996;The Phantom;$45,000,000;$17,220,599;$17,220,599
1051;7.1.2005;Rebound;$45,000,000;$16,809,014;$17,492,014
1052;2/19/2010;The Ghost Writer;$45,000,000;$15,541,549;$65,532,491
1053;12/22/2000;All the Pretty Horses;$45,000,000;$15,527,125;$18,120,267
1054;9.5.2008;Bangkok Dangerous;$45,000,000;$15,298,133;$46,598,133
1055;12/20/1995;Nixon;$45,000,000;$13,668,249;$34,668,249
1056;9/21/2012;Dredd;$45,000,000;$13,414,714;$40,868,994
1057;1/30/1998;Deep Rising;$45,000,000;$11,203,026;$11,203,026
1058;10/21/2011;Johnny English Reborn;$45,000,000;$8,305,970;$164,539,660
1059;9/26/2008;Miracle at St. Anna;$45,000,000;$7,916,887;$9,110,458
1060;4.5.2002;Big Trouble;$45,000,000;$7,262,288;$8,488,871
1061;12/21/2006;Man cheng jin dai huang jin jia;$45,000,000;$6,566,773;$75,566,773
1062;11/16/2007;Love in the Time of Cholera;$45,000,000;$4,617,608;$31,077,418
1063;12/25/2002;Pinocchio;$45,000,000;$3,681,811;$31,681,811
1064;1/31/1997;Shadow Conspiracy;$45,000,000;$2,154,540;$2,154,540
1065;10.12.2012;Argo;$44,500,000;$136,025,503;$227,140,757
1066;8.6.1993;The Fugitive;$44,000,000;$183,875,760;$353,715,317
1067;5/22/1985;Rambo: First Blood Part II;$44,000,000;$150,415,432;$300,400,000
1068;10/18/1996;Sleepers;$44,000,000;$53,300,852;$165,600,852
1069;7/30/2010;Charlie St. Cloud;$44,000,000;$31,206,263;$48,478,084
1070;2.2.1996;The Juror;$44,000,000;$22,730,924;$22,730,924
1071;11/19/1980;Heaven's Gate;$44,000,000;$3,484,331;$3,484,331
1072;6/28/2013;The Heat;$43,000,000;$159,581,587;$230,781,587
1073;12/19/2000;Finding Forrester;$43,000,000;$51,768,623;$80,013,623
1074;4/14/2000;28 Days;$43,000,000;$37,035,515;$62,063,972
1075;5/13/2005;Danny the Dog;$43,000,000;$24,537,621;$49,037,621
1076;4.12.2002;The Sweetest Thing;$43,000,000;$24,430,272;$44,633,441
1077;1/28/2011;The Mechanic;$42,500,000;$29,121,498;$76,347,393
1078;6/30/1993;The Firm;$42,000,000;$158,340,892;$270,340,892
1079;3/16/2012;21 Jump Street;$42,000,000;$138,447,667;$202,812,429
1080;5/28/1999;Notting Hill;$42,000,000;$116,089,678;$363,728,226
1081;6/21/2000;Chicken Run;$42,000,000;$106,793,915;$227,793,915
1082;1/16/2004;Along Came Polly;$42,000,000;$88,073,507;$173,044,410
1083;7.1.1992;Boomerang;$42,000,000;$70,052,444;$131,052,444
1084;7.10.2009;Brüno;$42,000,000;$60,054,530;$130,788,243
1085;6.12.1963;Cleopatra;$42,000,000;$57,000,000;$71,000,000
1086;10.12.2012;Here Comes the Boom;$42,000,000;$45,290,318;$73,239,258
1087;4.5.2002;High Crimes;$42,000,000;$41,543,207;$63,781,100
1088;11/15/1996;The Mirror Has Two Faces;$42,000,000;$41,267,469;$41,267,469
1089;3.11.2011;Red Riding Hood;$42,000,000;$37,662,162;$90,300,442
1090;1/25/2002;The Mothman Prophecies;$42,000,000;$35,228,696;$56,438,555
1091;7/14/1989;License to Kill;$42,000,000;$34,667,015;$156,167,015
1092;1/27/2012;One for the Money;$42,000,000;$26,414,527;$36,197,221
1093;3.9.2001;15 Minutes;$42,000,000;$24,375,436;$56,331,864
1094;9/16/2005;Lord of War;$42,000,000;$24,149,632;$62,142,629
1095;5/28/1993;Super Mario Bros.;$42,000,000;$20,844,907;$20,844,907
1096;10.2.1992;Hero;$42,000,000;$19,487,173;$66,787,173
1097;1/27/2012;Man on a Ledge;$42,000,000;$18,620,000;$45,688,337
1098;12.3.2010;The Warrior's Way;$42,000,000;$5,666,340;$8,514,325
1099;4/18/1997;McHale's Navy;$42,000,000;$4,408,420;$4,408,420
1100;5/28/2010;Micmacs;$42,000,000;$1,259,693;$11,756,922
1101;12/31/2006;Les Bronzés 3: amis pour la vie;$42,000,000;$0;$83,833,602
1102;11.8.2002;8 Mile;$41,000,000;$116,724,075;$242,924,075
1103;5.11.2001;A Knight's Tale;$41,000,000;$56,083,966;$100,622,586
1104;8/22/2003;The Medallion;$41,000,000;$22,108,977;$22,108,977
1105;10/14/2011;The Big Year;$41,000,000;$7,204,138;$7,204,138
1106;8.6.1999;The Sixth Sense;$40,000,000;$293,506,292;$672,806,292
1107;7/15/2005;The Wedding Crashers;$40,000,000;$209,218,368;$283,218,368
1108;6.11.2010;The Karate Kid;$40,000,000;$176,591,618;$359,091,618
1109;6/19/2009;The Proposal;$40,000,000;$163,958,031;$314,709,717
1110;12/13/2013;American Hustle;$40,000,000;$150,117,807;$248,961,826
1111;12/25/2003;Cheaper by the Dozen;$40,000,000;$138,614,544;$189,714,544
1112;7/25/2014;Lucy;$40,000,000;$126,663,600;$450,663,600
1113;12/25/2013;Lone Survivor;$40,000,000;$125,095,601;$136,195,601
1114;11/22/1989;Back to the Future Part II;$40,000,000;$118,450,002;$332,000,000
1115;9/24/1999;Double Jeopardy;$40,000,000;$116,735,231;$177,835,231
1116;7/25/2003;Spy Kids 3-D: Game Over;$40,000,000;$111,760,631;$167,851,995
1117;7/24/1996;A Time to Kill;$40,000,000;$108,766,007;$152,266,007
1118;7.1.1992;A League of Their Own;$40,000,000;$107,533,925;$132,440,066
1119;10.1.2010;The Social Network;$40,000,000;$96,962,694;$224,922,135
1120;4.12.2013;42;$40,000,000;$95,020,213;$97,470,701
1121;8.7.2009;Julie & Julia;$40,000,000;$94,125,426;$126,646,119
1122;2.6.2009;He's Just Not That Into You;$40,000,000;$93,953,653;$178,390,243
1123;4/14/2006;Scary Movie 4;$40,000,000;$90,710,620;$178,710,620
1124;2.4.2000;Scream 3;$40,000,000;$89,138,076;$161,838,076
1125;5/24/1990;Back to the Future Part III;$40,000,000;$87,666,629;$243,700,000
1126;4/25/2014;The Other Woman;$40,000,000;$83,911,193;$195,111,193
1127;11/13/1992;Bram Stoker's Dracula;$40,000,000;$82,522,790;$215,862,692
1128;2/17/2006;Eight Below;$40,000,000;$81,612,565;$120,612,565
1129;12/24/1999;The Talented Mr. Ripley;$40,000,000;$81,292,135;$128,792,135
1130;9/25/1992;The Last of the Mohicans;$40,000,000;$75,505,856;$75,505,856
1131;10/29/2004;Ray;$40,000,000;$75,305,995;$124,823,094
1132;4.1.2005;Sin City;$40,000,000;$74,103,820;$158,753,820
1133;2/22/2008;Vantage Point;$40,000,000;$72,266,306;$150,792,579
1134;11/13/2014;Dumb and Dumber To;$40,000,000;$72,237,610;$92,780,106
1135;3/20/2009;I Love You, Man;$40,000,000;$71,440,011;$91,729,503
1136;11.9.2001;Shallow Hal;$40,000,000;$70,836,296;$70,836,296
1137;12/20/1991;JFK;$40,000,000;$70,405,498;$205,400,000
1138;1/27/2006;Big Momma's House 2;$40,000,000;$70,165,972;$137,047,376
1139;3.2.2001;The Mexican;$40,000,000;$66,808,615;$145,238,250
1140;8/28/2009;The Final Destination;$40,000,000;$66,477,700;$187,384,627
1141;4/17/2009;17 Again;$40,000,000;$64,167,069;$139,474,906
1142;2/18/2011;Unknown;$40,000,000;$63,686,397;$136,123,083
1143;6.4.2010;Get Him to the Greek;$40,000,000;$61,153,526;$91,455,875
1144;11/30/2001;Behind Enemy Lines;$40,000,000;$58,855,732;$58,855,732
1145;3/18/2011;The Lincoln Lawyer;$40,000,000;$58,009,200;$87,145,086
1146;10/15/2004;Shall We Dance?;$40,000,000;$57,887,882;$118,097,882
1147;2/15/2013;Escape From Planet Earth;$40,000,000;$57,012,977;$74,617,406
1148;7.10.1998;Small Soldiers;$40,000,000;$55,143,823;$71,743,823
1149;7/31/1997;Spawn;$40,000,000;$54,979,992;$87,949,859
1150;1/25/2002;The Count of Monte Cristo;$40,000,000;$54,228,104;$75,389,090
1151;10/20/2006;The Prestige;$40,000,000;$53,089,891;$107,896,006
1152;6/16/2006;The Lake House;$40,000,000;$52,330,111;$114,830,111
1153;7.9.2010;Predators;$40,000,000;$52,000,688;$127,234,389
1154;8/15/2012;The Odd Life of Timothy Green;$40,000,000;$51,853,450;$52,685,425
1155;7/31/1987;The Living Daylights;$40,000,000;$51,185,000;$191,200,000
1156;12.8.2006;Apocalypto;$40,000,000;$50,866,635;$121,032,272
1157;2/14/2007;Music and Lyrics;$40,000,000;$50,572,589;$145,021,477
1158;6/18/1986;Legal Eagles;$40,000,000;$49,851,591;$49,851,591
1159;3.12.2004;Secret Window;$40,000,000;$47,958,031;$92,111,551
1160;8.12.2005;The Skeleton Key;$40,000,000;$47,907,715;$92,256,918
1161;6/20/2014;Jersey Boys;$40,000,000;$47,047,013;$59,447,013
1162;5.2.2008;Made of Honor;$40,000,000;$46,012,734;$106,548,738
1163;11/21/1997;The Rainmaker;$40,000,000;$45,916,769;$45,916,769
1164;2.7.1992;Medicine Man;$40,000,000;$44,948,240;$44,948,240
1165;12.12.1997;Amistad;$40,000,000;$44,229,441;$58,267,000
1166;5/30/2014;A Million Ways to Die in The West;$40,000,000;$43,139,300;$87,021,807
1167;8.12.2011;Final Destination 5;$40,000,000;$42,587,643;$157,887,643
1168;4.8.2005;Fever Pitch;$40,000,000;$42,071,069;$50,071,069
1169;7/18/2014;Sex Tape;$40,000,000;$38,543,473;$126,069,509
1170;4/15/2011;Scream 4;$40,000,000;$38,180,928;$95,989,590
1171;12/21/1994;Ri?hie Ri?h;$40,000,000;$38,087,756;$38,087,756
1172;8.11.2000;Autumn in New York;$40,000,000;$37,752,931;$90,717,684
1173;3/18/2011;Paul;$40,000,000;$37,412,945;$100,179,947
1174;12/19/2012;The Guilt Trip;$40,000,000;$37,134,215;$37,134,215
1175;8/26/2011;Colombiana;$40,000,000;$36,665,854;$72,295,262
1176;2/26/1999;8MM;$40,000,000;$36,443,442;$96,398,826
1177;2/18/2000;Hanging Up;$40,000,000;$36,037,909;$51,867,723
1178;3.1.1991;The Doors;$40,000,000;$34,416,893;$34,416,893
1179;8/20/1999;Mickey Blue Eyes;$40,000,000;$33,864,342;$53,864,342
1180;10/20/2000;Pay it Forward;$40,000,000;$33,508,922;$33,508,922
1181;4.8.2011;Arthur;$40,000,000;$33,035,397;$47,787,943
1182;3/21/2008;Drillbit Taylor;$40,000,000;$32,862,104;$49,686,263
1183;12/25/2011;Extremely Loud and Incredibly Close;$40,000,000;$31,847,881;$46,247,881
1184;7.1.1994;The Shadow;$40,000,000;$31,835,600;$31,835,600
1185;11.10.2010;Morning Glory;$40,000,000;$31,011,732;$60,040,974
1186;11.9.2005;Get Rich or Die Tryin';$40,000,000;$30,981,850;$46,437,122
1187;8/25/2000;The Art of War;$40,000,000;$30,199,105;$30,199,105
1188;12/25/2013;Grudge Match;$40,000,000;$29,807,260;$69,807,260
1189;8.11.2000;Bless the Child;$40,000,000;$29,374,178;$40,435,694
1190;11/23/2005;Rent;$40,000,000;$29,077,547;$31,670,620
1191;4.2.1999;The Out-of-Towners;$40,000,000;$28,544,120;$28,544,120
1192;8/23/1996;The Island of Dr. Moreau;$40,000,000;$27,682,712;$27,682,712
1193;9.7.2001;The Musketeer;$40,000,000;$27,053,815;$27,053,815
1194;2/29/2008;The Other Boleyn Girl;$40,000,000;$26,814,957;$77,714,957
1195;2/16/2001;Sweet November;$40,000,000;$25,288,103;$65,754,228
1196;4.5.2007;The Reaping;$40,000,000;$25,126,214;$62,226,214
1197;1.7.2011;Season of the Witch;$40,000,000;$24,827,228;$96,502,347
1198;6.3.1994;Renaissance Man;$40,000,000;$24,172,899;$24,172,899
1199;5/15/1998;Quest for Camelot;$40,000,000;$22,772,500;$38,172,500
1200;11/26/2014;Horrible Bosses 2;$40,000,000;$22,771,243;$34,471,243
1201;9.6.2002;City by the Sea;$40,000,000;$22,433,915;$22,433,915
1202;1/15/1999;At First Sight;$40,000,000;$22,365,133;$22,365,133
1203;1/16/2004;Torque;$40,000,000;$21,176,322;$46,176,322
1204;11/13/2009;The Fantastic Mr. Fox;$40,000,000;$21,002,919;$46,498,922
1205;9/22/1995;Showgirls;$40,000,000;$20,350,754;$37,750,754
1206;2/16/1996;City Hall;$40,000,000;$20,278,055;$20,278,055
1207;2.3.2012;Big Miracle;$40,000,000;$20,157,300;$25,615,524
1208;12/21/2012;The Impossible;$40,000,000;$19,019,882;$169,590,606
1209;3.9.2012;A Thousand Words;$40,000,000;$18,450,127;$18,450,127
1210;10/20/2006;Marie Antoinette;$40,000,000;$15,962,471;$60,862,471
1211;10.6.2000;Get Carter;$40,000,000;$14,967,182;$19,417,182
1212;4/21/1995;Kiss of Death;$40,000,000;$14,942,422;$14,942,422
1213;4/26/2002;Life, or Something Like It;$40,000,000;$14,448,589;$14,448,589
1214;5/15/1987;Ishtar;$40,000,000;$14,375,181;$14,375,181
1215;2/28/1992;Memoirs of an Invisible Man;$40,000,000;$14,358,033;$14,358,033
1216;10/23/2009;Amelia;$40,000,000;$14,279,575;$19,756,077
1217;10/23/2009;Cirque du Freak: The Vampire's Assistant;$40,000,000;$14,046,595;$39,753,957
1218;5.7.2004;New York Minute;$40,000,000;$14,018,364;$21,215,882
1219;3.12.1999;The Deep End of the Ocean;$40,000,000;$13,508,635;$13,508,635
1220;11.5.2004;Alfie;$40,000,000;$13,395,939;$35,195,939
1221;8/30/2002;FearDotCom;$40,000,000;$13,208,023;$13,208,023
1222;11.7.2008;Soul Men;$40,000,000;$12,082,391;$12,345,883
1223;8/20/1999;Universal Soldier II: The Return;$40,000,000;$10,447,421;$10,717,421
1224;9/25/2009;Pandorum;$40,000,000;$10,330,853;$17,033,431
1225;9/26/2003;Duplex;$40,000,000;$9,652,000;$10,070,651
1226;8/16/2013;Paranoia;$40,000,000;$7,388,654;$16,173,593
1227;8.1.1980;Raise the Titanic;$40,000,000;$7,000,000;$7,000,000
1228;1.4.2002;Impostor;$40,000,000;$6,114,237;$6,114,237
1229;11/27/2002;Extreme Ops;$40,000,000;$4,835,968;$12,624,471
1230;4.6.2001;Just Visiting;$40,000,000;$4,777,007;$16,172,200
1231;7/20/2007;Sunshine;$40,000,000;$3,688,560;$32,030,610
1232;3.11.1994;The Hudsucker Proxy;$40,000,000;$2,816,518;$14,938,149
1233;7.1.1986;Pirates;$40,000,000;$1,641,825;$6,341,825
1234;12.12.2008;Delgo;$40,000,000;$915,840;$915,840
1235;10/13/2006;Alex Rider: Operation Stormbreaker;$40,000,000;$659,210;$9,351,567
1236;11/20/2009;Red Cliff;$40,000,000;$627,047;$119,627,047
1237;9/24/2004;The Last Shot;$40,000,000;$463,730;$463,730
1238;4.2.2010;The Warlords;$40,000,000;$129,078;$38,899,792
1239;3/16/2007;Nomad;$40,000,000;$79,123;$79,123
1240;12/31/2001;Imposter;$40,000,000;$0;$0
1241;8/14/2009;The Time Traveler's Wife;$39,000,000;$63,414,846;$98,666,635
1242;6/17/1983;Superman III;$39,000,000;$59,950,623;$59,950,623
1243;2.2.2007;Because I Said So;$39,000,000;$42,674,040;$69,538,833
1244;10.5.2012;Frankenweenie;$39,000,000;$35,287,788;$81,150,788
1245;3/29/1996;Sgt. Bilko;$39,000,000;$30,356,589;$37,956,589
1246;9/30/2005;Serenity;$39,000,000;$25,514,517;$38,514,517
1247;2/20/2004;Against the Ropes;$39,000,000;$5,881,504;$6,429,865
1248;1.8.2013;Yi dai zong shi;$38,600,000;$6,594,959;$57,987,299
1249;6/22/2001;The Fast and the Furious;$38,000,000;$144,512,310;$206,512,310
1250;9/27/2002;Sweet Home Alabama;$38,000,000;$127,214,072;$182,365,114
1251;7/24/2009;The Ugly Truth;$38,000,000;$88,915,214;$205,230,042
1252;8.7.2002;Spy Kids 2: The Island of Lost Dreams;$38,000,000;$85,846,296;$119,721,296
1253;11/18/1994;Star Trek: Generations;$38,000,000;$75,671,262;$120,000,000
1254;12/19/1997;Mouse Hunt;$38,000,000;$61,894,591;$61,894,591
1255;4/22/2011;Water for Elephants;$38,000,000;$58,709,717;$116,809,717
1256;10.8.2010;Life as We Know It;$38,000,000;$53,374,681;$105,887,837
1257;12/29/1999;The Hurricane;$38,000,000;$50,699,241;$73,956,241
1258;9.6.2013;Riddick;$38,000,000;$42,025,135;$92,425,135
1259;3/23/2001;Heartbreakers;$38,000,000;$40,334,024;$57,753,825
1260;5/24/2002;Enough;$38,000,000;$39,177,215;$39,177,215
1261;2.6.2009;Push;$38,000,000;$31,811,527;$44,411,527
1262;9/20/2013;Rush;$38,000,000;$26,947,624;$95,224,595
1263;5/18/2001;Angel Eyes;$38,000,000;$24,044,532;$29,544,532
1264;12/21/2001;Joe Somebody;$38,000,000;$22,770,864;$24,515,990
1265;3.10.2000;The Ninth Gate;$38,000,000;$18,653,746;$58,394,308
1266;9/27/1996;Extreme Measures;$38,000,000;$17,378,193;$17,378,193
1267;9.7.2001;Rock Star;$38,000,000;$16,991,902;$19,317,765
1268;10/14/2011;The Thing;$38,000,000;$16,928,670;$27,501,814
1269;2.2.1996;White Squall;$38,000,000;$10,229,300;$10,229,300
1270;10.10.2008;City of Ember;$38,000,000;$7,871,693;$17,830,244
1271;10/31/1997;Switchback;$38,000,000;$6,504,442;$6,504,442
1272;11/30/2001;Texas Rangers;$38,000,000;$623,374;$623,374
1273;8/26/2008;Virgin Territory;$38,000,000;$0;$5,473,041
1274;5/18/2012;What to Expect When You're Expecting;$37,500,000;$41,152,203;$80,652,203
1275;9/14/2012;The Master;$37,500,000;$16,247,159;$25,116,740
1276;10.4.2008;The Express;$37,500,000;$9,793,406;$9,808,102
1277;11/21/2008;Twilight;$37,000,000;$192,769,854;$397,923,934
1278;8.7.2013;We're the Millers;$37,000,000;$150,394,119;$270,000,119
1279;9/17/2010;The Town;$37,000,000;$92,186,262;$152,566,881
1280;9/23/2011;Dolphin Tale;$37,000,000;$72,286,779;$96,068,724
1281;9.12.2008;Burn After Reading;$37,000,000;$60,355,347;$163,415,735
1282;4.4.2008;Nim's Island;$37,000,000;$48,006,762;$94,081,683
1283;2/26/2010;Cop Out;$37,000,000;$44,875,481;$55,909,910
1284;1/28/2011;The Rite;$37,000,000;$33,047,633;$96,047,633
1285;7/18/2008;Space Chimps;$37,000,000;$30,105,968;$67,029,956
